C,Nodal Load Weights Report
C,Filename: nodal_load_weights_202207_4002.csv
C,Report generated 2023-01-04 03:20:44 EST
H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
"D","2022-07-08","02","42637","LD.BELLWSFL46","18","44.27","0.0","0.53","44.8"
"D","2022-07-08","02","43588","LD.TIMBER  34.5","43","44.27","0.0","-0.47","43.8"
"D","2022-07-08","02","43968","LD.TASKERFM34.5","14","44.27","0.0","0.45","44.72"
"D","2022-07-08","02","46716","LD.MILL_PD 12.5","4","44.27","0.0","0.72","44.99"
"D","2022-07-08","02","47297","LD.BRIDGE_S4.16","4","44.27","0.0","0.03","44.3"
"D","2022-07-08","02","47742","LD.KNGSTNUT34.5","21","44.27","0.0","0.11","44.38"
"D","2022-07-08","02","48673","LD.N_KEENE 12.5","9","44.27","0.0","0.26","44.53"
"D","2022-07-08","02","49421","LD.BROKENGD34.5","14","44.27","0.0","0.16","44.43"
"D","2022-07-08","03","4264","LD.COMERFRD34.5","3","44.28","0.0","-0.58","43.7"
"D","2022-07-08","03","4265","LD.MOORE   13.8","2","44.28","0.0","-0.62","43.66"
"D","2022-07-08","03","4266","LD.SLAYTNHL13.8","12","44.28","0.0","1.11","45.39"
"D","2022-07-08","03","4267","LD.MT_SUPP 13.8","24","44.28","0.0","1.15","45.43"
"D","2022-07-08","03","4331","LD.WILDER  13.8","8","44.28","0.0","1.13","45.41"
"D","2022-07-08","03","4357","LD.PELHAM  13.2","11","44.28","0.0","-0.15","44.13"
"D","2022-07-08","03","4376","LD.AMHERST 34.5","41","44.28","0.0","-0.16","44.12"
"D","2022-07-08","03","4377","LD.SCOBIE  12.5","13","44.28","0.0","-0.38","43.9"
"D","2022-07-08","03","4378","LD.LAWRENCE34.5","18","44.28","0.0","-0.41","43.87"
"D","2022-07-08","03","4379","LD.PEMIGWAS34.5","11","44.28","0.0","0.31","44.59"
"D","2022-07-08","03","4380","LD.RIMMON  34.5","25","44.28","0.0","0.01","44.29"
"D","2022-07-08","03","4381","LD.LOSTNATN34.5","4","44.28","0.0","-1.2","43.08"
"D","2022-07-08","03","4383","LD.BERLN_NH34.5","7","44.28","0.0","-1.2","43.08"
"D","2022-07-08","03","4384","LD.WHITEFLD34.5","10","44.28","0.0","-1.2","43.08"
"D","2022-07-08","03","4385","LD.N_WODSTK34.5","5","44.28","0.0","-0.32","43.96"
"D","2022-07-08","03","4386","LD.BEEBE   34.5","9","44.28","0.0","-0.08","44.2"
"D","2022-07-08","03","4387","LD.WHITE_LK34.5","19","44.28","0.0","1.1","45.38"
"D","2022-07-08","03","4388","LD.INTERVAL34.5","8","44.28","0.0","0.87","45.15"
"D","2022-07-08","03","4389","LD.SACO_VLY34.5","9","44.28","0.0","0.87","45.15"
"D","2022-07-08","03","4390","LD.ASHLAND 34.5","15","44.28","0.0","0.11","44.39"
"D","2022-07-08","03","4391","LD.OAK_HILL34.5","27","44.28","0.0","0.17","44.45"
"D","2022-07-08","03","4392","LD.WEBSTER 34.5","18","44.28","0.0","0.4","44.68"
"D","2022-07-08","03","4393","LD.LACONIA 34.5","27","44.28","0.0","0.4","44.68"
"D","2022-07-08","03","4394","LD.NORTH_RD34.5","17","44.28","0.0","0.75","45.03"
"D","2022-07-08","03","4395","LD.GARVINS 34.5","31","44.28","0.0","-0.04","44.24"
"D","2022-07-08","03","4396","LD.EDDY    34.5","32","44.28","0.0","0.03","44.31"
"D","2022-07-08","03","4398","LD.PINEHILL34.5","26","44.28","0.0","-0.07","44.21"
"D","2022-07-08","03","4399","LD.JACKMAN 34.5","18","44.28","0.0","-0.03","44.25"
"D","2022-07-08","03","4400","LD.EMRLD_ST12.5","16","44.28","0.0","0.42","44.7"
"D","2022-07-08","03","4401","LD.SWANZEY 12.5","3","44.28","0.0","0.41","44.69"
"D","2022-07-08","03","4402","LD.CHSTNTHL34.5","7","44.28","0.0","0.38","44.66"
"D","2022-07-08","03","4403","LD.MONADNCK34.5","16","44.28","0.0","0.23","44.51"
"D","2022-07-08","03","4404","LD.MAMOTHRD34.5","19","44.28","0.0","-0.49","43.79"
"D","2022-07-08","03","4405","LD.RDSFERRY34.5","12","44.28","0.0","0.04","44.32"
"D","2022-07-08","03","4406","LD.S_MILFRD34.5","17","44.28","0.0","0.05","44.33"
"D","2022-07-08","03","4407","LD.ANHEUSBH12.5","5","44.28","0.0","0.02","44.3"
"D","2022-07-08","03","4408","LD.HUDSON  34.5","19","44.28","0.0","-0.04","44.24"
"D","2022-07-08","03","4409","LD.BRIDGE_S34.5","25","44.28","0.0","-0.04","44.24"
"D","2022-07-08","03","4410","LD.LONGHILL34.5","24","44.28","0.0","-0.04","44.24"
"D","2022-07-08","03","4411","LD.HUSE_RD 34.5","32","44.28","0.0","-0.39","43.89"
"D","2022-07-08","03","4412","LD.CHESTER 34.5","15","44.28","0.0","-0.26","44.02"
"D","2022-07-08","03","4413","LD.OCEAN_RD34.5","13","44.28","0.0","0.58","44.86"
"D","2022-07-08","03","4414","LD.SCHILLER115","1","44.28","0.0","0.61","44.89"
"D","2022-07-08","03","4415","LD.RESITNCE34.5","10","44.28","0.0","0.61","44.89"
"D","2022-07-08","03","4416","LD.KNGSTNPS34.5","5","44.28","0.0","0.05","44.33"
"D","2022-07-08","03","4417","LD.DOVER   34.5","33","44.28","0.0","0.45","44.73"
"D","2022-07-08","03","4418","LD.MADBURY 34.5","28","44.28","0.0","0.35","44.63"
"D","2022-07-08","03","4419","LD.RCHSTER 34.5","24","44.28","0.0","0.36","44.64"
"D","2022-07-08","03","10038","LD.GREATBAY34.5","15","44.28","0.0","0.57","44.85"
"D","2022-07-08","03","10039","LD.PORTSMTH34.5","26","44.28","0.0","0.61","44.89"
"D","2022-07-08","03","10850","LD.BEDFORD 34.5","29","44.28","0.0","-0.42","43.86"
"D","2022-07-08","03","11413","LD.BRENTWOD34.5","10","44.28","0.0","0.14","44.42"
"D","2022-07-08","03","14841","LD.WEARE   34.5","10","44.28","0.0","-0.06","44.22"
"D","2022-07-08","03","40041","LD.BELLWSFL69","5","44.28","0.0","0.65","44.93"
"D","2022-07-08","03","40045","LD.THORNTON34.5","8","44.28","0.0","0.02","44.3"
"D","2022-07-08","03","42609","LD.MICHL_AV13.2","5","44.28","0.0","0.79","45.07"
"D","2022-07-08","03","42637","LD.BELLWSFL46","18","44.28","0.0","0.65","44.93"
"D","2022-07-08","03","43588","LD.TIMBER  34.5","41","44.28","0.0","-0.52","43.76"
"D","2022-07-08","03","43968","LD.TASKERFM34.5","13","44.28","0.0","0.36","44.64"
"D","2022-07-08","03","46716","LD.MILL_PD 12.5","4","44.28","0.0","0.62","44.9"
"D","2022-07-08","03","47297","LD.BRIDGE_S4.16","4","44.28","0.0","-0.04","44.24"
"D","2022-07-08","03","47742","LD.KNGSTNUT34.5","20","44.28","0.0","0.05","44.33"
"D","2022-07-08","03","48673","LD.N_KEENE 12.5","8","44.28","0.0","0.42","44.7"
"D","2022-07-08","03","49421","LD.BROKENGD34.5","13","44.28","0.0","0.09","44.37"
"D","2022-07-08","04","4264","LD.COMERFRD34.5","3","44.38","0.0","-0.59","43.79"
"D","2022-07-08","04","4265","LD.MOORE   13.8","2","44.38","0.0","-0.62","43.76"
"D","2022-07-08","04","4266","LD.SLAYTNHL13.8","12","44.38","0.0","1.12","45.5"
"D","2022-07-08","04","4267","LD.MT_SUPP 13.8","24","44.38","0.0","1.15","45.53"
"D","2022-07-08","04","4331","LD.WILDER  13.8","7","44.38","0.0","1.13","45.51"
"D","2022-07-08","04","4357","LD.PELHAM  13.2","10","44.38","0.0","-0.17","44.21"
"D","2022-07-08","04","4376","LD.AMHERST 34.5","40","44.38","0.0","-0.16","44.22"
"D","2022-07-08","04","4377","LD.SCOBIE  12.5","13","44.38","0.0","-0.4","43.98"
"D","2022-07-08","04","4378","LD.LAWRENCE34.5","18","44.38","0.0","-0.42","43.96"
"D","2022-07-08","04","4379","LD.PEMIGWAS34.5","11","44.38","0.0","0.32","44.7"
"D","2022-07-08","04","4380","LD.RIMMON  34.5","25","44.38","0.0","-0.02","44.36"
"D","2022-07-08","04","4381","LD.LOSTNATN34.5","4","44.38","0.0","-1.2","43.18"
"D","2022-07-08","04","4383","LD.BERLN_NH34.5","7","44.38","0.0","-1.2","43.18"
"D","2022-07-08","04","4384","LD.WHITEFLD34.5","10","44.38","0.0","-1.2","43.18"
"D","2022-07-08","04","4385","LD.N_WODSTK34.5","5","44.38","0.0","-0.28","44.1"
"D","2022-07-08","04","4386","LD.BEEBE   34.5","9","44.38","0.0","-0.03","44.35"
"D","2022-07-08","04","4387","LD.WHITE_LK34.5","18","44.38","0.0","1.11","45.49"
"D","2022-07-08","04","4388","LD.INTERVAL34.5","8","44.38","0.0","0.87","45.25"
"D","2022-07-08","04","4389","LD.SACO_VLY34.5","9","44.38","0.0","0.87","45.25"
"D","2022-07-08","04","4390","LD.ASHLAND 34.5","15","44.38","0.0","0.14","44.52"
"D","2022-07-08","04","4391","LD.OAK_HILL34.5","27","44.38","0.0","0.14","44.52"
"D","2022-07-08","04","4392","LD.WEBSTER 34.5","17","44.38","0.0","0.38","44.76"
"D","2022-07-08","04","4393","LD.LACONIA 34.5","26","44.38","0.0","0.38","44.76"
"D","2022-07-08","04","4394","LD.NORTH_RD34.5","17","44.38","0.0","0.75","45.13"
"D","2022-07-08","04","4395","LD.GARVINS 34.5","29","44.38","0.0","-0.07","44.31"
"D","2022-07-08","04","4396","LD.EDDY    34.5","31","44.38","0.0","0.0","44.38"
"D","2022-07-08","04","4398","LD.PINEHILL34.5","25","44.38","0.0","-0.09","44.29"
"D","2022-07-08","04","4399","LD.JACKMAN 34.5","17","44.38","0.0","-0.08","44.3"
"D","2022-07-08","04","4400","LD.EMRLD_ST12.5","15","44.38","0.0","0.44","44.82"
"D","2022-07-08","04","4401","LD.SWANZEY 12.5","3","44.38","0.0","0.44","44.82"
"D","2022-07-08","04","4402","LD.CHSTNTHL34.5","7","44.38","0.0","0.42","44.8"
"D","2022-07-08","04","4403","LD.MONADNCK34.5","16","44.38","0.0","0.26","44.64"
"D","2022-07-08","04","4404","LD.MAMOTHRD34.5","20","44.38","0.0","-0.5","43.88"
"D","2022-07-08","04","4405","LD.RDSFERRY34.5","12","44.38","0.0","0.01","44.39"
"D","2022-07-08","04","4406","LD.S_MILFRD34.5","16","44.38","0.0","0.01","44.39"
"D","2022-07-08","04","4407","LD.ANHEUSBH12.5","5","44.38","0.0","-0.01","44.37"
"D","2022-07-08","04","4408","LD.HUDSON  34.5","19","44.38","0.0","-0.06","44.32"
"D","2022-07-08","04","4409","LD.BRIDGE_S34.5","24","44.38","0.0","-0.06","44.32"
"D","2022-07-08","04","4410","LD.LONGHILL34.5","23","44.38","0.0","-0.06","44.32"
"D","2022-07-08","04","4411","LD.HUSE_RD 34.5","31","44.38","0.0","-0.4","43.98"
"D","2022-07-08","04","4412","LD.CHESTER 34.5","14","44.38","0.0","-0.28","44.1"
"D","2022-07-08","04","4413","LD.OCEAN_RD34.5","13","44.38","0.0","0.55","44.93"
"D","2022-07-08","04","4414","LD.SCHILLER115","1","44.38","0.0","0.57","44.95"
"D","2022-07-08","04","4415","LD.RESITNCE34.5","10","44.38","0.0","0.57","44.95"
"D","2022-07-08","04","4416","LD.KNGSTNPS34.5","4","44.38","0.0","0.03","44.41"
"D","2022-07-08","04","4417","LD.DOVER   34.5","32","44.38","0.0","0.42","44.8"
"D","2022-07-08","04","4418","LD.MADBURY 34.5","27","44.38","0.0","0.32","44.7"
"D","2022-07-08","04","4419","LD.RCHSTER 34.5","24","44.38","0.0","0.33","44.71"
"D","2022-07-08","04","10038","LD.GREATBAY34.5","15","44.38","0.0","0.53","44.91"
"D","2022-07-08","04","10039","LD.PORTSMTH34.5","26","44.38","0.0","0.57","44.95"
"D","2022-07-08","04","10850","LD.BEDFORD 34.5","29","44.38","0.0","-0.43","43.95"
"D","2022-07-08","04","11413","LD.BRENTWOD34.5","10","44.38","0.0","0.12","44.5"
"D","2022-07-08","04","14841","LD.WEARE   34.5","10","44.38","0.0","-0.1","44.28"
"D","2022-07-08","04","40041","LD.BELLWSFL69","5","44.38","0.0","0.67","45.05"
"D","2022-07-08","04","40045","LD.THORNTON34.5","8","44.38","0.0","-0.01","44.37"
"D","2022-07-08","04","42609","LD.MICHL_AV13.2","5","44.38","0.0","0.81","45.19"
"D","2022-07-08","04","42637","LD.BELLWSFL46","18","44.38","0.0","0.67","45.05"
"D","2022-07-08","04","43588","LD.TIMBER  34.5","40","44.38","0.0","-0.53","43.85"
"D","2022-07-08","04","43968","LD.TASKERFM34.5","12","44.38","0.0","0.33","44.71"
"D","2022-07-08","04","46716","LD.MILL_PD 12.5","4","44.38","0.0","0.59","44.97"
"D","2022-07-08","04","47297","LD.BRIDGE_S4.16","4","44.38","0.0","-0.06","44.32"
"D","2022-07-08","04","47742","LD.KNGSTNUT34.5","19","44.38","0.0","0.03","44.41"
"D","2022-07-08","04","48673","LD.N_KEENE 12.5","8","44.38","0.0","0.44","44.82"
"D","2022-07-08","04","49421","LD.BROKENGD34.5","13","44.38","0.0","0.06","44.44"
"D","2022-07-08","05","4264","LD.COMERFRD34.5","3","44.95","0.01","-0.62","44.34"
"D","2022-07-08","05","4265","LD.MOORE   13.8","2","44.95","0.01","-0.66","44.3"
"D","2022-07-08","05","4266","LD.SLAYTNHL13.8","12","44.95","0.01","1.12","46.08"
"D","2022-07-08","05","4267","LD.MT_SUPP 13.8","23","44.95","0.01","1.16","46.12"
"D","2022-07-08","05","4331","LD.WILDER  13.8","7","44.95","0.01","1.14","46.1"
"D","2022-07-08","05","4357","LD.PELHAM  13.2","10","44.95","0.01","-0.16","44.8"
"D","2022-07-08","05","4376","LD.AMHERST 34.5","40","44.95","0.01","-0.14","44.82"
"D","2022-07-08","05","4377","LD.SCOBIE  12.5","12","44.95","0.01","-0.38","44.58"
"D","2022-07-08","05","4378","LD.LAWRENCE34.5","18","44.95","0.01","-0.41","44.55"
"D","2022-07-08","05","4379","LD.PEMIGWAS34.5","10","44.95","0.01","0.37","45.33"
"D","2022-07-08","05","4380","LD.RIMMON  34.5","24","44.95","0.01","0.01","44.97"
"D","2022-07-08","05","4381","LD.LOSTNATN34.5","5","44.95","0.01","-1.23","43.73"
"D","2022-07-08","05","4383","LD.BERLN_NH34.5","7","44.95","0.01","-1.23","43.73"
"D","2022-07-08","05","4384","LD.WHITEFLD34.5","10","44.95","0.01","-1.23","43.73"
"D","2022-07-08","05","4385","LD.N_WODSTK34.5","5","44.95","0.01","-0.26","44.7"
"D","2022-07-08","05","4386","LD.BEEBE   34.5","9","44.95","0.01","0.02","44.98"
"D","2022-07-08","05","4387","LD.WHITE_LK34.5","18","44.95","0.01","1.19","46.15"
"D","2022-07-08","05","4388","LD.INTERVAL34.5","7","44.95","0.01","0.94","45.9"
"D","2022-07-08","05","4389","LD.SACO_VLY34.5","9","44.95","0.01","0.94","45.9"
"D","2022-07-08","05","4390","LD.ASHLAND 34.5","15","44.95","0.01","0.2","45.16"
"D","2022-07-08","05","4391","LD.OAK_HILL34.5","27","44.95","0.01","0.17","45.13"
"D","2022-07-08","05","4392","LD.WEBSTER 34.5","17","44.95","0.01","0.42","45.38"
"D","2022-07-08","05","4393","LD.LACONIA 34.5","26","44.95","0.01","0.42","45.38"
"D","2022-07-08","05","4394","LD.NORTH_RD34.5","17","44.95","0.01","0.79","45.75"
"D","2022-07-08","05","4395","LD.GARVINS 34.5","29","44.95","0.01","-0.04","44.92"
"D","2022-07-08","05","4396","LD.EDDY    34.5","31","44.95","0.01","0.02","44.98"
"D","2022-07-08","05","4398","LD.PINEHILL34.5","25","44.95","0.01","-0.07","44.89"
"D","2022-07-08","05","4399","LD.JACKMAN 34.5","17","44.95","0.01","-0.03","44.93"
"D","2022-07-08","05","4400","LD.EMRLD_ST12.5","15","44.95","0.01","0.45","45.41"
"D","2022-07-08","05","4401","LD.SWANZEY 12.5","3","44.95","0.01","0.45","45.41"
"D","2022-07-08","05","4402","LD.CHSTNTHL34.5","7","44.95","0.01","0.42","45.38"
"D","2022-07-08","05","4403","LD.MONADNCK34.5","16","44.95","0.01","0.27","45.23"
"D","2022-07-08","05","4404","LD.MAMOTHRD34.5","19","44.95","0.01","-0.48","44.48"
"D","2022-07-08","05","4405","LD.RDSFERRY34.5","11","44.95","0.01","0.03","44.99"
"D","2022-07-08","05","4406","LD.S_MILFRD34.5","17","44.95","0.01","0.04","45.0"
"D","2022-07-08","05","4407","LD.ANHEUSBH12.5","5","44.95","0.01","0.02","44.98"
"D","2022-07-08","05","4408","LD.HUDSON  34.5","18","44.95","0.01","-0.04","44.92"
"D","2022-07-08","05","4409","LD.BRIDGE_S34.5","24","44.95","0.01","-0.04","44.92"
"D","2022-07-08","05","4410","LD.LONGHILL34.5","22","44.95","0.01","-0.04","44.92"
"D","2022-07-08","05","4411","LD.HUSE_RD 34.5","31","44.95","0.01","-0.38","44.58"
"D","2022-07-08","05","4412","LD.CHESTER 34.5","14","44.95","0.01","-0.26","44.7"
"D","2022-07-08","05","4413","LD.OCEAN_RD34.5","13","44.95","0.01","0.59","45.55"
"D","2022-07-08","05","4414","LD.SCHILLER115","1","44.95","0.01","0.62","45.58"
"D","2022-07-08","05","4415","LD.RESITNCE34.5","9","44.95","0.01","0.62","45.58"
"D","2022-07-08","05","4416","LD.KNGSTNPS34.5","4","44.95","0.01","0.05","45.01"
"D","2022-07-08","05","4417","LD.DOVER   34.5","32","44.95","0.01","0.46","45.42"
"D","2022-07-08","05","4418","LD.MADBURY 34.5","27","44.95","0.01","0.35","45.31"
"D","2022-07-08","05","4419","LD.RCHSTER 34.5","24","44.95","0.01","0.37","45.33"
"D","2022-07-08","05","10038","LD.GREATBAY34.5","15","44.95","0.01","0.57","45.53"
"D","2022-07-08","05","10039","LD.PORTSMTH34.5","26","44.95","0.01","0.61","45.57"
"D","2022-07-08","05","10850","LD.BEDFORD 34.5","29","44.95","0.01","-0.42","44.54"
"D","2022-07-08","05","11413","LD.BRENTWOD34.5","10","44.95","0.01","0.15","45.11"
"D","2022-07-08","05","14841","LD.WEARE   34.5","10","44.95","0.01","-0.07","44.89"
"D","2022-07-08","05","40041","LD.BELLWSFL69","5","44.95","0.01","0.69","45.65"
"D","2022-07-08","05","40045","LD.THORNTON34.5","8","44.95","0.01","0.02","44.98"
"D","2022-07-08","05","42609","LD.MICHL_AV13.2","4","44.95","0.01","0.82","45.78"
"D","2022-07-08","05","42637","LD.BELLWSFL46","17","44.95","0.01","0.69","45.65"
"D","2022-07-08","05","43588","LD.TIMBER  34.5","40","44.95","0.01","-0.51","44.45"
"D","2022-07-08","05","43968","LD.TASKERFM34.5","12","44.95","0.01","0.37","45.33"
"D","2022-07-08","05","46716","LD.MILL_PD 12.5","4","44.95","0.01","0.63","45.59"
"D","2022-07-08","05","47297","LD.BRIDGE_S4.16","4","44.95","0.01","-0.04","44.92"
"D","2022-07-08","05","47742","LD.KNGSTNUT34.5","19","44.95","0.01","0.05","45.01"
"D","2022-07-08","05","48673","LD.N_KEENE 12.5","8","44.95","0.01","0.46","45.42"
"D","2022-07-08","05","49421","LD.BROKENGD34.5","13","44.95","0.01","0.09","45.05"
"D","2022-07-08","06","4264","LD.COMERFRD34.5","4","46.02","0.0","-0.63","45.39"
"D","2022-07-08","06","4265","LD.MOORE   13.8","2","46.02","0.0","-0.67","45.35"
"D","2022-07-08","06","4266","LD.SLAYTNHL13.8","12","46.02","0.0","1.11","47.13"
"D","2022-07-08","06","4267","LD.MT_SUPP 13.8","24","46.02","0.0","1.16","47.18"
"D","2022-07-08","06","4331","LD.WILDER  13.8","8","46.02","0.0","1.14","47.16"
"D","2022-07-08","06","4357","LD.PELHAM  13.2","11","46.02","0.0","-0.09","45.93"
"D","2022-07-08","06","4376","LD.AMHERST 34.5","40","46.02","0.0","-0.13","45.89"
"D","2022-07-08","06","4377","LD.SCOBIE  12.5","13","46.02","0.0","-0.33","45.69"
"D","2022-07-08","06","4378","LD.LAWRENCE34.5","18","46.02","0.0","-0.37","45.65"
"D","2022-07-08","06","4379","LD.PEMIGWAS34.5","11","46.02","0.0","0.48","46.5"
"D","2022-07-08","06","4380","LD.RIMMON  34.5","24","46.02","0.0","0.09","46.11"
"D","2022-07-08","06","4381","LD.LOSTNATN34.5","5","46.02","0.0","-1.26","44.76"
"D","2022-07-08","06","4383","LD.BERLN_NH34.5","7","46.02","0.0","-1.26","44.76"
"D","2022-07-08","06","4384","LD.WHITEFLD34.5","10","46.02","0.0","-1.26","44.76"
"D","2022-07-08","06","4385","LD.N_WODSTK34.5","5","46.02","0.0","-0.2","45.82"
"D","2022-07-08","06","4386","LD.BEEBE   34.5","10","46.02","0.0","0.13","46.15"
"D","2022-07-08","06","4387","LD.WHITE_LK34.5","19","46.02","0.0","1.5","47.52"
"D","2022-07-08","06","4388","LD.INTERVAL34.5","8","46.02","0.0","1.23","47.25"
"D","2022-07-08","06","4389","LD.SACO_VLY34.5","9","46.02","0.0","1.23","47.25"
"D","2022-07-08","06","4390","LD.ASHLAND 34.5","15","46.02","0.0","0.32","46.34"
"D","2022-07-08","06","4391","LD.OAK_HILL34.5","28","46.02","0.0","0.26","46.28"
"D","2022-07-08","06","4392","LD.WEBSTER 34.5","19","46.02","0.0","0.51","46.53"
"D","2022-07-08","06","4393","LD.LACONIA 34.5","27","46.02","0.0","0.51","46.53"
"D","2022-07-08","06","4394","LD.NORTH_RD34.5","18","46.02","0.0","0.82","46.84"
"D","2022-07-08","06","4395","LD.GARVINS 34.5","30","46.02","0.0","0.04","46.06"
"D","2022-07-08","06","4396","LD.EDDY    34.5","31","46.02","0.0","0.11","46.13"
"D","2022-07-08","06","4398","LD.PINEHILL34.5","25","46.02","0.0","0.02","46.04"
"D","2022-07-08","06","4399","LD.JACKMAN 34.5","17","46.02","0.0","0.08","46.1"
"D","2022-07-08","06","4400","LD.EMRLD_ST12.5","16","46.02","0.0","0.37","46.39"
"D","2022-07-08","06","4401","LD.SWANZEY 12.5","3","46.02","0.0","0.36","46.38"
"D","2022-07-08","06","4402","LD.CHSTNTHL34.5","7","46.02","0.0","0.29","46.31"
"D","2022-07-08","06","4403","LD.MONADNCK34.5","17","46.02","0.0","0.19","46.21"
"D","2022-07-08","06","4404","LD.MAMOTHRD34.5","19","46.02","0.0","-0.44","45.58"
"D","2022-07-08","06","4405","LD.RDSFERRY34.5","11","46.02","0.0","0.12","46.14"
"D","2022-07-08","06","4406","LD.S_MILFRD34.5","17","46.02","0.0","0.12","46.14"
"D","2022-07-08","06","4407","LD.ANHEUSBH12.5","5","46.02","0.0","0.09","46.11"
"D","2022-07-08","06","4408","LD.HUDSON  34.5","19","46.02","0.0","0.03","46.05"
"D","2022-07-08","06","4409","LD.BRIDGE_S34.5","25","46.02","0.0","0.03","46.05"
"D","2022-07-08","06","4410","LD.LONGHILL34.5","23","46.02","0.0","0.03","46.05"
"D","2022-07-08","06","4411","LD.HUSE_RD 34.5","31","46.02","0.0","-0.33","45.69"
"D","2022-07-08","06","4412","LD.CHESTER 34.5","15","46.02","0.0","-0.21","45.81"
"D","2022-07-08","06","4413","LD.OCEAN_RD34.5","13","46.02","0.0","0.72","46.74"
"D","2022-07-08","06","4414","LD.SCHILLER115","1","46.02","0.0","0.76","46.78"
"D","2022-07-08","06","4415","LD.RESITNCE34.5","10","46.02","0.0","0.76","46.78"
"D","2022-07-08","06","4416","LD.KNGSTNPS34.5","4","46.02","0.0","0.13","46.15"
"D","2022-07-08","06","4417","LD.DOVER   34.5","32","46.02","0.0","0.59","46.61"
"D","2022-07-08","06","4418","LD.MADBURY 34.5","28","46.02","0.0","0.48","46.5"
"D","2022-07-08","06","4419","LD.RCHSTER 34.5","24","46.02","0.0","0.49","46.51"
"D","2022-07-08","06","10038","LD.GREATBAY34.5","15","46.02","0.0","0.7","46.72"
"D","2022-07-08","06","10039","LD.PORTSMTH34.5","26","46.02","0.0","0.76","46.78"
"D","2022-07-08","06","10850","LD.BEDFORD 34.5","29","46.02","0.0","-0.36","45.66"
"D","2022-07-08","06","11413","LD.BRENTWOD34.5","10","46.02","0.0","0.24","46.26"
"D","2022-07-08","06","14841","LD.WEARE   34.5","10","46.02","0.0","0.02","46.04"
"D","2022-07-08","06","40041","LD.BELLWSFL69","6","46.02","0.0","0.64","46.66"
"D","2022-07-08","06","40045","LD.THORNTON34.5","8","46.02","0.0","0.09","46.11"
"D","2022-07-08","06","42609","LD.MICHL_AV13.2","4","46.02","0.0","0.78","46.8"
"D","2022-07-08","06","42637","LD.BELLWSFL46","18","46.02","0.0","0.64","46.66"
"D","2022-07-08","06","43588","LD.TIMBER  34.5","40","46.02","0.0","-0.45","45.57"
"D","2022-07-08","06","43968","LD.TASKERFM34.5","12","46.02","0.0","0.49","46.51"
"D","2022-07-08","06","46716","LD.MILL_PD 12.5","4","46.02","0.0","0.77","46.79"
"D","2022-07-08","06","47297","LD.BRIDGE_S4.16","4","46.02","0.0","0.03","46.05"
"D","2022-07-08","06","47742","LD.KNGSTNUT34.5","20","46.02","0.0","0.13","46.15"
"D","2022-07-08","06","48673","LD.N_KEENE 12.5","8","46.02","0.0","0.38","46.4"
"D","2022-07-08","06","49421","LD.BROKENGD34.5","13","46.02","0.0","0.18","46.2"
"D","2022-07-08","07","4264","LD.COMERFRD34.5","3","46.51","0.0","-0.61","45.9"
"D","2022-07-08","07","4265","LD.MOORE   13.8","2","46.51","0.0","-0.64","45.87"
"D","2022-07-08","07","4266","LD.SLAYTNHL13.8","14","46.51","0.0","1.1","47.61"
"D","2022-07-08","07","4267","LD.MT_SUPP 13.8","24","46.51","0.0","1.15","47.66"
"D","2022-07-08","07","4331","LD.WILDER  13.8","8","46.51","0.0","1.14","47.65"
"D","2022-07-08","07","4357","LD.PELHAM  13.2","11","46.51","0.0","-0.05","46.46"
"D","2022-07-08","07","4376","LD.AMHERST 34.5","42","46.51","0.0","-0.17","46.34"
"D","2022-07-08","07","4377","LD.SCOBIE  12.5","13","46.51","0.0","-0.32","46.19"
"D","2022-07-08","07","4378","LD.LAWRENCE34.5","19","46.51","0.0","-0.36","46.15"
"D","2022-07-08","07","4379","LD.PEMIGWAS34.5","12","46.51","0.0","0.61","47.12"
"D","2022-07-08","07","4380","LD.RIMMON  34.5","26","46.51","0.0","0.14","46.65"
"D","2022-07-08","07","4381","LD.LOSTNATN34.5","5","46.51","0.0","-1.25","45.26"
"D","2022-07-08","07","4383","LD.BERLN_NH34.5","9","46.51","0.0","-1.25","45.26"
"D","2022-07-08","07","4384","LD.WHITEFLD34.5","11","46.51","0.0","-1.25","45.26"
"D","2022-07-08","07","4385","LD.N_WODSTK34.5","5","46.51","0.0","-0.09","46.42"
"D","2022-07-08","07","4386","LD.BEEBE   34.5","11","46.51","0.0","0.28","46.79"
"D","2022-07-08","07","4387","LD.WHITE_LK34.5","22","46.51","0.0","1.67","48.18"
"D","2022-07-08","07","4388","LD.INTERVAL34.5","8","46.51","0.0","1.36","47.87"
"D","2022-07-08","07","4389","LD.SACO_VLY34.5","9","46.51","0.0","1.36","47.87"
"D","2022-07-08","07","4390","LD.ASHLAND 34.5","16","46.51","0.0","0.47","46.98"
"D","2022-07-08","07","4391","LD.OAK_HILL34.5","29","46.51","0.0","0.34","46.85"
"D","2022-07-08","07","4392","LD.WEBSTER 34.5","21","46.51","0.0","0.59","47.1"
"D","2022-07-08","07","4393","LD.LACONIA 34.5","29","46.51","0.0","0.59","47.1"
"D","2022-07-08","07","4394","LD.NORTH_RD34.5","20","46.51","0.0","0.82","47.33"
"D","2022-07-08","07","4395","LD.GARVINS 34.5","32","46.51","0.0","0.1","46.61"
