NAME,LATITUDE,LONGITUDE,NAICS_DESC,OPER_CAP,SUMMER_CAP,WINTER_CAP,GEN_UNITS,LINES
BYPASS,42.56092132,-114.0574092,HYDROELECTRIC POWER GENERATION,9.9,9.9,9.9,3,1
S E HAZELTON A,42.5867,-114.06754,HYDROELECTRIC POWER GENERATION,8.4,8.4,8.4,3,0
RUPERT COGEN PROJECT,42.60647269,-113.6843323,FOSSIL FUEL ELECTRIC POWER GENERATION,10.4,10.4,10.4,1,1
GLENNS FERRY COGEN FACILITY,42.95404352,-115.2935677,FOSSIL FUEL ELECTRIC POWER GENERATION,10.4,10.4,10.4,1,1
MEDFORD OPERATION,42.35547164,-122.904651,BIOMASS ELECTRIC POWER GENERATION,8.5,7.5,7.5,2,0
CEDAR CREEK WIND,40.89406539,-104.0247777,WIND ELECTRIC POWER GENERATION,300.5,300.5,300.5,2,1
LAVA BEDS WIND PARK LLC,43.25,-112.5,NOT AVAILABLE,0,0,0,0,0
CHAPIN MOUNTAIN,42.51346531,-113.5993719,NOT AVAILABLE,0,0,0,0,0
JACK RANCH 200,42.17917,-114.59583,NOT AVAILABLE,0,0,0,0,0
COTTONWOOD WIND PARK,42.20694,-114.70222,NOT AVAILABLE,0,0,0,0,0
ROGERSON FLATS,42.22333,-114.48667,NOT AVAILABLE,0,0,0,0,0
DEEP CREEK WIND PARK,42.20528,-114.34278,NOT AVAILABLE,0,0,0,0,0
CONNER RIDGE,42.54499302,-113.5993719,NOT AVAILABLE,0,0,0,0,0
NOTCH BUTTE WIND PARK,42.89381107,-114.2558878,NOT AVAILABLE,0,0,0,0,0
BADGER PEAK,42.43457643,-113.3626429,NOT AVAILABLE,0,0,0,0,0
BONANZA BAR,42.54919551,-113.4510597,NOT AVAILABLE,0,0,0,0,0
SALMON CREEK,42.19667,-114.64278,NOT AVAILABLE,0,0,0,0,0
RAFT RIVER GEOTHERMAL POWER PLANT,42.09947662,-113.3824848,GEOTHERMAL ELECTRIC POWER GENERATION,18,10,12.2,1,1
NEAL HOT SPRINGS GEOTHERMAL PROJECT,44.02309583,-117.4681669,GEOTHERMAL ELECTRIC POWER GENERATION,33,17.7,28.5,3,0
LITTLE MAC PROJECT,42.62964,-114.66162,HYDROELECTRIC POWER GENERATION,1.5,1.5,1.5,4,1
AMERICAN GYPSUM COGENERATION,39.64862699,-106.9494189,FOSSIL FUEL ELECTRIC POWER GENERATION,9.6,7.6,8.4,4,0
DADS GAS RECOVERY,39.65354897,-104.7044146,BIOMASS ELECTRIC POWER GENERATION,3.2,3.2,3.2,4,0
WASTE MANAGEMENT COLUMBIA RIDGE LFGTE,45.62792082,-120.251067,BIOMASS ELECTRIC POWER GENERATION,12.8,12.8,12.8,12,0
RIVERBEND LANDFILL,45.16481297,-123.2514804,BIOMASS ELECTRIC POWER GENERATION,4.8,4.8,4.8,6,0
FOSSIL GULCH,42.85848998,-114.9491471,WIND ELECTRIC POWER GENERATION,10.5,10.5,10.5,1,1
DRY CREEK LFG TO ENERGY PROJECT,42.38382057,-122.774343,BIOMASS ELECTRIC POWER GENERATION,3.2,3,3,2,0
PLUMMER COGEN,47.33014147,-116.8904968,BIOMASS ELECTRIC POWER GENERATION,6.2,5.8,5.8,1,0
SUNE ALAMOSA,37.68950763,-105.8774991,SOLAR ELECTRIC POWER GENERATION,8.2,7.7,7.7,2,1
TESORO SLC COGENERATION PLANT,40.79317807,-111.9038735,FOSSIL FUEL ELECTRIC POWER GENERATION,30.4,22,25,2,1
PHILLIPS 66 BILLINGS REFINERY,45.78081376,-108.4899063,FOSSIL FUEL ELECTRIC POWER GENERATION,1.6,1.5,1.5,1,0
BRUSH GENERATION FACILITY,40.2414774,-103.6312192,FOSSIL FUEL ELECTRIC POWER GENERATION,297.2,292,318,8,2
TIBER DAM HYDROELECTRIC PLANT,48.3190652,-111.0987321,HYDROELECTRIC POWER GENERATION,7.5,7.5,7.5,1,1
PEETZ TABLE WIND ENERGY,40.94530974,-103.1645508,WIND ELECTRIC POWER GENERATION,199.5,199.5,199.5,1,1
R & R LUMBER,42.10432081,-123.6771475,NOT AVAILABLE,0,0,0,1,0
LOGAN WIND ENERGY,40.95296964,-103.1448398,WIND ELECTRIC POWER GENERATION,201,201,201,1,1
ELKHORN VALLEY WIND FARM,45.07189729,-117.8080455,WIND ELECTRIC POWER GENERATION,100.7,100.7,100.7,1,1
BENNETT CREEK WINDFARM LLC,43.0536,-115.4803,WIND ELECTRIC POWER GENERATION,21,21,21,1,1
HOT SPRINGS WINDFARM LLC,43.0272,-115.4656,WIND ELECTRIC POWER GENERATION,21,21,21,1,1
WHITE CREEK WIND FARM,45.81702121,-120.3465654,WIND ELECTRIC POWER GENERATION,204,204,204,1,1
CEDAR HILLS,47.45594475,-122.0419251,BIOMASS ELECTRIC POWER GENERATION,5.4,5.4,5.4,18,0
RUSSELL D SMITH,46.73937804,-119.112425,HYDROELECTRIC POWER GENERATION,6.1,6.1,0,1,0
SUMMER FALLS POWER PLANT,47.50247591,-119.2920134,HYDROELECTRIC POWER GENERATION,92,92,0,2,2
MAIN CANAL HEADWORKS,47.61664584,-119.2993295,HYDROELECTRIC POWER GENERATION,26.8,26.8,0,1,1
ELTOPIA BRANCH CANAL 4.6,46.50155963,-119.0980869,HYDROELECTRIC POWER GENERATION,2.2,2.2,0,1,0
POTHOLES EAST CANAL 66.0,46.37839805,-119.2545347,HYDROELECTRIC POWER GENERATION,2.3,2.3,0,1,0
GOSHEN PHASE II,43.46710042,-111.8364538,WIND ELECTRIC POWER GENERATION,124.5,124.5,124.5,1,1
CEDAR CREEK II,40.94807512,-103.78112,WIND ELECTRIC POWER GENERATION,248.3,248.3,248.3,1,1
EVERGREEN BIOPOWER LLC,44.77065786,-122.6119334,BIOMASS ELECTRIC POWER GENERATION,21,10,10,1,0
WEST VALLEY GENERATION PROJECT,40.66668183,-112.0316024,FOSSIL FUEL ELECTRIC POWER GENERATION,217,185,205,5,1
DENVER INT AIRPORT,39.83865676,-104.6730012,SOLAR ELECTRIC POWER GENERATION,1.9,1.9,1.8,1,0
REEDSPORT OPT WAVE PARK,43.78149996,-124.2380631,NOT AVAILABLE,0,0,0,0,0
WHEAT FIELD WIND POWER PROJECT,45.67057905,-120.3159935,WIND ELECTRIC POWER GENERATION,97,96.6,96.6,1,1
ARLINGTON WIND POWER PROJECT,45.68485442,-120.2306339,WIND ELECTRIC POWER GENERATION,103,102.9,102.9,1,1
SAGEBRUSH POWER PARTNERS,47.13509421,-120.6870603,WIND ELECTRIC POWER GENERATION,100.7,100.7,100.7,1,1
ELK BASIN GASOLINE PLANT,44.97997958,-108.8426175,FOSSIL FUEL ELECTRIC POWER GENERATION,2,1.6,1.6,2,0
MEDICINE BOW FUEL & POWER LLC,41.83388061,-106.2420174,NOT AVAILABLE,0,0,0,0,0
PUEBLO,38.26653889,-104.6150956,FOSSIL FUEL ELECTRIC POWER GENERATION,8,8,8,4,2
AIRPORT INDUSTRIAL,38.28414372,-104.5331503,FOSSIL FUEL ELECTRIC POWER GENERATION,10,10,10,4,1
ROCKY FORD,38.04892787,-103.7131849,FOSSIL FUEL ELECTRIC POWER GENERATION,10,10,10,5,0
W N CLARK,38.43475126,-105.2508097,FOSSIL FUEL ELECTRIC POWER GENERATION,43.7,42.5,42.5,2,1
CASSIA WIND FARM LLC,42.8444,-115.0369,WIND ELECTRIC POWER GENERATION,10.5,10.5,10.5,1,1
CASSIA GULCH WIND PARK LLC,42.8767078,-115.0170172,WIND ELECTRIC POWER GENERATION,18.9,18.9,18.9,1,1
THREEMILE CANYON WIND I LLC,45.67649388,-119.9382837,WIND ELECTRIC POWER GENERATION,9.9,9.9,9.9,1,1
BUSCH RANCH WIND ENERGY FARM,37.78081283,-104.4749598,WIND ELECTRIC POWER GENERATION,29,29,29,1,1
CLEARWATER PAPER IPP LEWISTON,46.43078283,-116.9737784,BIOMASS ELECTRIC POWER GENERATION,113.8,54.5,68.1,4,1
HAPPY JACK WINDPOWER PROJECT,41.14211402,-104.9985448,WIND ELECTRIC POWER GENERATION,29.4,29.4,29.4,1,1
IP SPRINGFIELD OREGON,44.05671128,-122.9552963,BIOMASS ELECTRIC POWER GENERATION,65,58,58,4,1
MILFORD WIND CORRIDOR I LLC,38.58072069,-112.9239064,WIND ELECTRIC POWER GENERATION,203.5,203.5,203.5,1,1
SALT LAKE ENERGY SYSTEMS,40.74610211,-112.0340737,BIOMASS ELECTRIC POWER GENERATION,3.2,3.1,3.1,3,1
NATURENER GLACIER WIND ENERGY 1,48.50958616,-112.0998978,WIND ELECTRIC POWER GENERATION,106.5,104.2,104.2,1,1
NATURENER GLACIER WIND ENERGY 2,48.53020943,-112.1922364,WIND ELECTRIC POWER GENERATION,103.5,101.4,101.4,1,1
SILVER SAGE WINDPOWER,41.13323639,-105.0273056,WIND ELECTRIC POWER GENERATION,42,42,42,1,1
CAMPBELL HILL WINDPOWER,43.01447834,-106.0047763,WIND ELECTRIC POWER GENERATION,99,99,99,1,1
CASPER WIND FARM,42.88718488,-106.2177723,WIND ELECTRIC POWER GENERATION,17,17,17,1,1
SIMPSON TACOMA KRAFT BIOMASS,47.26593416,-122.4275461,BIOMASS ELECTRIC POWER GENERATION,64,55,55,1,1
MILFORD WIND CORRIDOR STAGE II LLC,38.54875573,-112.9422078,WIND ELECTRIC POWER GENERATION,102,102,102,1,1
SIMPSON RIDGE WIND FARM LLC,41.87845895,-106.3701648,NOT AVAILABLE,0,0,0,0,1
WWRF SOLAR PLANT,39.52275025,-107.8133192,SOLAR ELECTRIC POWER GENERATION,1.5,1.3,1.3,2,0
TUANA SPRINGS,42.88193391,-114.9671247,WIND ELECTRIC POWER GENERATION,16.8,16.8,16.8,1,1
EURUS COMBINE HILLS TURBINE RANCH 2,45.94360465,-118.5827914,WIND ELECTRIC POWER GENERATION,66.1,66.1,66.1,1,1
RV CSU POWER LLC,40.59106427,-105.1459554,SOLAR ELECTRIC POWER GENERATION,1.9,1.9,1.9,1,0
HARVEST WIND PROJECT,45.7907594,-120.2473742,WIND ELECTRIC POWER GENERATION,98.9,98.9,98.9,1,1
WINDY FLATS WIND PROJECT,45.71743546,-120.8320129,WIND ELECTRIC POWER GENERATION,262.2,262.2,262.2,1,1
COLORADO HIGHLANDS WIND,40.74387174,-102.7677039,WIND ELECTRIC POWER GENERATION,96.1,96.1,96.1,2,1
BACA RENEWABLE ENERGY LLC,37.50448071,-102.5911429,NOT AVAILABLE,0,0,0,0,0
HORSESHOE BEND WIND PARK,47.50129245,-111.4379873,WIND ELECTRIC POWER GENERATION,9,9,9,1,1
BURLEY BUTTE WINDPARK,42.49002559,-113.926531,WIND ELECTRIC POWER GENERATION,21.3,21.3,21.3,1,1
GOLDEN VALLEY WIND PARK LLC,42.43873325,-113.9067273,WIND ELECTRIC POWER GENERATION,12,12,12,1,1
MILNER DAM WIND PARK LLC,42.460371,-114.017101,WIND ELECTRIC POWER GENERATION,19.5,19.5,19.5,1,1
OREGON TRAIL WIND PARK,42.83852131,-114.9896531,WIND ELECTRIC POWER GENERATION,13.5,13.5,13.5,1,1
SALMON FALLS WIND PARK,42.68634562,-115.0047091,WIND ELECTRIC POWER GENERATION,21,21,21,1,1
THOUSAND SPRINGS WIND PARK,42.88987165,-115.0159767,WIND ELECTRIC POWER GENERATION,12,12,12,1,1
PAYNE'S FERRY,42.8237217,-115.0107636,WIND ELECTRIC POWER GENERATION,21,21,21,1,1
TUANA GULCH WIND PARK,42.83847075,-114.9684815,WIND ELECTRIC POWER GENERATION,10.5,10.5,10.5,1,1
PILGRIM STAGE WIND PARK,42.78695253,-115.0009705,WIND ELECTRIC POWER GENERATION,10.5,10.5,10.5,1,1
CAMP REED,42.81594485,-115.0571442,WIND ELECTRIC POWER GENERATION,22.5,22.5,22.5,1,1
YAHOO CREEK,42.7624141,-115.0062758,WIND ELECTRIC POWER GENERATION,21,21,21,1,1
KIT CARSON WINDPOWER,39.36255151,-102.3415592,WIND ELECTRIC POWER GENERATION,51,51,51,1,1
FREDERICKSON POWER LP,47.08637916,-122.3655976,FOSSIL FUEL ELECTRIC POWER GENERATION,318.3,246,265,2,2
DROP 2,46.44922123,-120.534213,HYDROELECTRIC POWER GENERATION,2.5,2.1,2.1,1,1
DROP 3,46.42313426,-120.5600032,HYDROELECTRIC POWER GENERATION,1.6,1,1,2,1
NORTHERN COLORADO WIND LLC,40.99323501,-103.3966176,WIND ELECTRIC POWER GENERATION,174.3,174.3,174.3,2,1
CEDAR POINT WIND,39.410861,-103.6948561,WIND ELECTRIC POWER GENERATION,252,252,252,1,1
TOP OF THE WORLD WINDPOWER PROJECT,42.93810972,-105.7819005,WIND ELECTRIC POWER GENERATION,200,200,200,1,1
CARGILL B6 BIOFACTORY,42.71602285,-114.6238838,BIOMASS ELECTRIC POWER GENERATION,2.2,2.2,2.2,2,0
CARGILL KETTLE BUTTE BIOFACTORY,43.63227676,-112.2797634,BIOMASS ELECTRIC POWER GENERATION,1.8,1.8,1.8,2,0
CARGILL DRY CREEK BIOFACTORY,42.41869862,-114.2295028,BIOMASS ELECTRIC POWER GENERATION,2.4,2.4,2.4,3,0
COGENTRIX OF ALAMOSA,37.59907563,-105.9561875,SOLAR ELECTRIC POWER GENERATION,30,30,30,1,1
THERMO NO 1,38.16097743,-113.1953864,GEOTHERMAL ELECTRIC POWER GENERATION,14,14,14,1,1
BIG SKY DAIRY DIGESTER,42.85218633,-114.7980748,BIOMASS ELECTRIC POWER GENERATION,1.6,1.4,1.4,2,0
KLAMATH FALLS BIOENERGY FACILITY,42.15940652,-121.8487609,NOT AVAILABLE,0,0,0,0,0
GREATER SANDHILL I,37.46833267,-105.9090929,SOLAR ELECTRIC POWER GENERATION,19,19,19,2,0
DOUBLE A DIGESTER,42.71518768,-114.6235722,BIOMASS ELECTRIC POWER GENERATION,4.5,4.5,4.5,3,0
CHEYENNE PRAIRIE GENERATING STATION,41.1233491,-104.7212443,FOSSIL FUEL ELECTRIC POWER GENERATION,140,131,131,4,0
PUEBLO AIRPORT GENERATING STATION,38.32089284,-104.5289222,FOSSIL FUEL ELECTRIC POWER GENERATION,440,408,408,9,4
HIGHWOOD GENERATING STATION,47.55153032,-111.0344126,NOT AVAILABLE,0,0,0,0,1
SENECA SUSTAINABLE ENERGY LLC,44.11635576,-123.1788124,BIOMASS ELECTRIC POWER GENERATION,19.8,19.8,19.8,1,1
PACIFIC CANYON WINDFARM LLC,45.65234794,-119.4846822,WIND ELECTRIC POWER GENERATION,8.3,8.3,8.3,1,1
SAND RANCH WINDFARM LLC,45.642899,-119.4745929,WIND ELECTRIC POWER GENERATION,9.9,9.9,9.9,1,1
OREGON TRAIL WINDFARM LLC,45.71079024,-119.4035397,WIND ELECTRIC POWER GENERATION,9.9,9.9,9.9,1,1
WARD BUTTE WINDFARM LLC,45.69657642,-119.4099525,WIND ELECTRIC POWER GENERATION,6.6,6.6,6.6,1,1
FOUR CORNERS WINDFARM LLC,45.72590451,-119.4162159,WIND ELECTRIC POWER GENERATION,10,10,10,1,1
FOUR MILE CANYON WINDFARM LLC,45.64930876,-119.4585207,WIND ELECTRIC POWER GENERATION,10,10,10,1,1
BIG TOP LLC,45.65846192,-119.4688384,WIND ELECTRIC POWER GENERATION,1.7,1.7,1.7,1,1
BUTTER CREEK POWER LLC,45.70175567,-119.4223118,WIND ELECTRIC POWER GENERATION,5,5,5,1,1
WAGON TRAIL LLC,45.65588125,-119.4656476,WIND ELECTRIC POWER GENERATION,3.3,3.3,3.3,1,1
DAVE GATES GENERATING STATION,46.10651779,-112.8762648,FOSSIL FUEL ELECTRIC POWER GENERATION,203.1,132.3,144.3,3,1
RV CSU POWER II LLC,40.59281132,-105.1471101,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
CARSON SOLAR I,38.72295851,-104.7818526,SOLAR ELECTRIC POWER GENERATION,2,1.5,1.4,1,0
NORTH HURLBURT WIND LLC,45.72495203,-120.0666345,WIND ELECTRIC POWER GENERATION,265,265,265,1,1
SOUTH HURLBURT WIND LLC,45.65561518,-120.0164227,WIND ELECTRIC POWER GENERATION,290,290,290,1,1
HORSESHOE BEND WIND LLC,45.55511073,-119.9502189,WIND ELECTRIC POWER GENERATION,290,290,290,1,1
PALOUSE,47.15884693,-117.3644212,WIND ELECTRIC POWER GENERATION,105.3,105.3,105.3,1,1
MILFORD WIND CORRIDOR PHASE III,38.51119734,-112.9461295,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
GARLAND CANAL POWER PLANT,44.72630762,-108.8642348,HYDROELECTRIC POWER GENERATION,2.9,2.6,2,1,1
AFA SOLAR FARM,38.95727269,-104.8068095,SOLAR ELECTRIC POWER GENERATION,5.5,5.5,5.5,1,0
PATU WIND FARM LLC,45.62083342,-120.6476326,WIND ELECTRIC POWER GENERATION,9,9,9,1,1
ANTELOPE RIDGE WIND POWER,45.20832692,-117.8650002,NOT AVAILABLE,0,0,0,0,0
OREGON STATE UNIVERSITY ENERGY CENTER,44.56413784,-123.289204,FOSSIL FUEL ELECTRIC POWER GENERATION,6.5,5.7,6.5,2,0
CITY & COUNTY OF DENVER AT DENVER INT'L,39.9028516,-104.6594288,SOLAR ELECTRIC POWER GENERATION,3.4,3.4,3.4,1,0
"VESTAS TOWERS AMERICA, INC.",38.17054485,-104.6193291,WIND ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
CITY OF BOULDER WWTP,40.04809889,-105.1806919,SOLAR ELECTRIC POWER GENERATION,1,0.9,0.9,1,0
DOE GOLDEN NWTC TURBINE SIDE,39.91209933,-105.2233538,WIND ELECTRIC POWER GENERATION,7.8,7.8,7.8,7,0
DOE GOLDEN NREL MAIN CAMPUS,39.74135911,-105.1712354,SOLAR ELECTRIC POWER GENERATION,3.3,3.3,3.3,6,0
DOE GOLDEN NWTC LOAD SIDE,39.90919066,-105.2319656,SOLAR ELECTRIC POWER GENERATION,1.1,1.1,1.1,1,0
TURNBULL HYDRO,47.6051451,-112.09694,HYDROELECTRIC POWER GENERATION,13,13,0,2,1
WEST BUTTE WIND POWER PROJECT,44.27426277,-120.8116886,NOT AVAILABLE,0,0,0,0,0
SAWTOOTH WIND PROJECT,42.98877899,-115.3976508,WIND ELECTRIC POWER GENERATION,22.4,22.4,22.4,1,1
GORDON BUTTE WIND LLC,46.41244238,-110.3331022,WIND ELECTRIC POWER GENERATION,17.7,17.7,17.7,4,1
COASTAL ENERGY PROJECT,46.79309268,-124.0650611,WIND ELECTRIC POWER GENERATION,6,6,6,1,0
POWER COUNTY WIND PARK SOUTH,42.70245053,-112.7557637,WIND ELECTRIC POWER GENERATION,22.5,22.5,22.5,1,1
POWER COUNTY WIND PARK NORTH,42.73875195,-112.7497539,WIND ELECTRIC POWER GENERATION,22.5,22.5,22.5,1,1
ROCKLAND WIND FARM,42.70069738,-112.8959576,WIND ELECTRIC POWER GENERATION,79.2,79.2,79.2,1,1
MEADOW CREEK PROJECT COMPANY,43.57426039,-111.8204461,WIND ELECTRIC POWER GENERATION,119.7,115.8,115.8,1,1
LIME WIND,44.39731978,-117.2719624,WIND ELECTRIC POWER GENERATION,3,3,3,1,1
GRAND VIEW PV SOLAR ONE,43.01701015,-116.0195422,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,1
HIDDEN HOLLOW ENERGY,43.69846374,-116.286522,BIOMASS ELECTRIC POWER GENERATION,3.2,3,3,2,0
FIGHTING CREEK LFGTE PLANT,47.5318164,-116.9300833,BIOMASS ELECTRIC POWER GENERATION,3.2,3.2,3.2,2,0
ROSEBURG LFG,43.18608722,-123.3805448,BIOMASS ELECTRIC POWER GENERATION,1.6,1.6,1.6,1,0
SIDNEY MT PLANT,47.7169701,-104.1355969,FOSSIL FUEL ELECTRIC POWER GENERATION,4,4,4,2,0
FMC WESTVACO,41.62170868,-109.8114931,FOSSIL FUEL ELECTRIC POWER GENERATION,41,41,41,6,0
GRAND VALLEY PROJECT POWER PLANT,39.10147735,-108.3456267,HYDROELECTRIC POWER GENERATION,1.5,1.5,3,1,1
WESTERN SUGAR COOP - TORRINGTON,42.04726347,-104.1859907,FOSSIL FUEL ELECTRIC POWER GENERATION,2,2,2,1,0
WESTERN SUGAR COOP- FT MORGAN,40.26275623,-103.8055674,FOSSIL FUEL ELECTRIC POWER GENERATION,3,3,3,1,0
MUSSELSHELL WIND PROJECT,46.26464175,-109.499406,WIND ELECTRIC POWER GENERATION,10,10,10,1,1
HAMMETT HILL WINDFARM,43.01547553,-115.4549111,WIND ELECTRIC POWER GENERATION,23,23,23,1,1
RYEGRASS WINDFARM,43.03375857,-115.4414237,WIND ELECTRIC POWER GENERATION,23,23,23,1,1
DESERT MEADOW WINDFARM,43.05587215,-115.4567006,WIND ELECTRIC POWER GENERATION,23,23,23,1,1
MAINLINE WINDFARM,43.04814547,-115.4120427,WIND ELECTRIC POWER GENERATION,23,23,23,1,1
COLD SPRINGS WINDFARM,43.02456059,-115.407242,WIND ELECTRIC POWER GENERATION,23,23,23,1,1
MUSSELSHELL WIND PROJECT TWO LLC,46.28034619,-109.4707335,WIND ELECTRIC POWER GENERATION,10,10,10,1,1
TWO PONDS WINDFARM,43.03085358,-115.4857034,WIND ELECTRIC POWER GENERATION,23,23,23,1,1
DARRINGTON,48.27025553,-121.5974947,BIOMASS ELECTRIC POWER GENERATION,4.5,4.5,4.5,1,0
NATURENER RIM ROCK ENERGY,48.81673085,-112.1023488,WIND ELECTRIC POWER GENERATION,189,184.6,184.6,1,1
SALT PALACE SOLAR GEN PLANT,40.76724332,-111.8958964,SOLAR ELECTRIC POWER GENERATION,1.3,1.3,1.3,2,1
HIGH MESA ENERGY LLC,42.8839151,-115.0394202,WIND ELECTRIC POWER GENERATION,40,39.9,39.9,1,1
GEORGIA-PACIFIC TOLEDO MILL,44.61270692,-123.9331757,BIOMASS ELECTRIC POWER GENERATION,37.3,31.8,31.8,2,1
LIMON WIND I,39.44513841,-103.5529221,WIND ELECTRIC POWER GENERATION,200,200,200,1,1
LIMON WIND II,39.34097787,-103.5810832,WIND ELECTRIC POWER GENERATION,200,200,200,1,1
LOWER SOUTH FORK,45.20906519,-109.144078,NOT AVAILABLE,0,0,0,0,0
BLUE MOUNTAIN BIOGAS,38.17477643,-113.298062,BIOMASS ELECTRIC POWER GENERATION,3.2,3,3,2,1
OUTBACK SOLAR AT CHRISTMAS VALLEY,43.23608089,-120.4898542,SOLAR ELECTRIC POWER GENERATION,4.4,4.4,4.4,1,0
ROCK CREEK DAIRY,42.50189299,-114.6160772,BIOMASS ELECTRIC POWER GENERATION,3.2,3.2,3.2,2,0
JAWBONE WIND PROJECT,46.55428945,-109.7616696,WIND ELECTRIC POWER GENERATION,0,0,0,0,1
US MAGNESIUM,40.91526619,-112.7355864,FOSSIL FUEL ELECTRIC POWER GENERATION,48,33,39,3,1
"HORSE BUTTE WIND I, LLC",43.40106706,-111.7327004,WIND ELECTRIC POWER GENERATION,57.6,57.6,57.6,1,1
VANSYCLE II WIND ENERGY CENTER,45.89941217,-118.5888516,WIND ELECTRIC POWER GENERATION,98.9,98.9,98.9,1,1
NPI USA COGENERATION PLANT,48.13530738,-123.4657971,BIOMASS ELECTRIC POWER GENERATION,20,20,20,1,0
THREEMILE DIGESTER,45.71000024,-119.9019043,BIOMASS ELECTRIC POWER GENERATION,4.8,4.8,4.8,3,0
FARGO DROP,43.62493442,-116.8999902,HYDROELECTRIC POWER GENERATION,1.1,1.1,0,1,0
TROUTDALE ENERGY CENTER,45.55831752,-122.4172181,NOT AVAILABLE,0,0,0,0,0
SWAUK WIND LLC,47.13979397,-120.7533441,WIND ELECTRIC POWER GENERATION,4.3,4.3,4.3,1,1
45 MILE HYDROELECTRIC PROJECT,44.52803353,-121.1527638,HYDROELECTRIC POWER GENERATION,3,3,3,3,0
C-DROP HYRDO,42.16597967,-121.6850089,HYDROELECTRIC POWER GENERATION,1.1,1.1,0,1,0
CSU PUEBLO,38.31235906,-104.5745061,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
STOLTZE COGEN1,48.38687712,-114.2437837,BIOMASS ELECTRIC POWER GENERATION,2.8,3,3,1,0
KLONDIKE WINDPOWER III PHASE 1,45.59455688,-120.5870216,WIND ELECTRIC POWER GENERATION,297.5,297.5,297.5,2,1
FOOTE CREEK I,41.62739102,-106.2013225,WIND ELECTRIC POWER GENERATION,41.4,41.4,41.4,1,1
FOOTE CREEK IV,41.67215042,-106.1799494,WIND ELECTRIC POWER GENERATION,16.8,16.8,16.8,1,1
WILLOW SPRING WINDFARM,44.38187126,-117.2729745,WIND ELECTRIC POWER GENERATION,10,10,10,1,1
SMPA SOLAR 1,38.27248679,-108.7842745,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
GLACIER BATTERY STORAGE,48.90784988,-121.8143416,OTHER ELECTRIC POWER GENERATION,2,2,2,1,1
"THUNDEREGG SOLAR CENTER, LLC",43.93295085,-116.9884621,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
"VALE AIR SOLAR CENTER, LLC",43.96245821,-117.2575692,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
"HILL AFB LFG FACILITY, BLDG #737",41.12906055,-111.9641673,BIOMASS ELECTRIC POWER GENERATION,2.3,2.2,2.3,3,0
BISON SOLAR LLC,40.86329742,-105.0124158,SOLAR ELECTRIC POWER GENERATION,30,30,30,1,0
CALLIGAN CREEK HYDROELECTRIC PROJECT,47.60103795,-121.6886957,HYDROELECTRIC POWER GENERATION,6,6,6,1,0
VEYO HEAT RECOVERY PROJECT,37.34856155,-113.7648382,OTHER ELECTRIC POWER GENERATION,9.5,8.4,8.6,1,0
THREE PEAKS POWER,37.82747223,-113.1367489,SOLAR ELECTRIC POWER GENERATION,80,80,80,1,0
SALEM SMART POWER CENTER,44.92190343,-123.0184102,OTHER ELECTRIC POWER GENERATION,5,5,5,1,0
ID SOLAR,43.44108709,-116.3287336,SOLAR ELECTRIC POWER GENERATION,40,40,40,1,0
PAVANT SOLAR II LLC,39.16250297,-112.3429792,SOLAR ELECTRIC POWER GENERATION,50,50,50,1,0
CLARK CANYON HYDRO-ELECTRIC FACILITY,45.00131105,-112.8601082,HYDROELECTRIC POWER GENERATION,0,0,0,2,0
GREENFIELD WIND - MT,47.72195601,-111.9655014,WIND ELECTRIC POWER GENERATION,25,25,25,1,0
SR SKYLARK B,40.58022451,-104.8950831,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
CLEAR SPRING RANCH PV PROJECT,38.60211811,-104.6938422,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
HANCOCK CREEK HYDROELECTRIC PROJECT,47.57213002,-121.6897954,HYDROELECTRIC POWER GENERATION,6,6,6,1,0
"NORWEST ENERGY 2, LLC",44.06771827,-121.2280428,SOLAR ELECTRIC POWER GENERATION,9.9,9.9,9.9,1,0
SAND CREEK WIND FARM,47.91099364,-105.4980445,WIND ELECTRIC POWER GENERATION,0,0,0,1,0
BC SOLAR,42.17504453,-120.3596537,SOLAR ELECTRIC POWER GENERATION,8,8,8,1,0
RUSH CREEK WIND,39.17022153,-103.8477564,SOLAR ELECTRIC POWER GENERATION,600,600,600,1,0
TURNER ENERGY STORAGE PROJECT,46.75180019,-117.1614942,OTHER ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
NEW COLONY WIND PROJECT,46.49399364,-110.2639682,WIND ELECTRIC POWER GENERATION,0,0,0,1,0
WELD 1 COMMUNITY SOLAR ARRAY,40.2312617,-104.7874817,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
CONEJOS 1 COMMUNITY SOLAR ARRAY,37.19571423,-105.9823031,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
